,Occur_date,Occur_weekday,incident,cases,time,location,release,zip,latitude,longitude
212,NA,NA,Non-Residential Burglary,2020-436862,NA,1717 Fish Hatchery Rd (Wright Middle School),Lt. Kipp Hartman,53713,43.0486204,-89.4002669
213,NA,NA,Weapons Violation,2020-435055,NA,50 block of Northridge Ter,Sgt. Joseph Engler,53704,43.1377672,-89.387614
214,NA,NA,Weapons Violation,2020-433582,NA,1700 block Northport Dr.,PIO Joel Despain,53704,43.1308231,-89.3631841
215,NA,NA,Theft,2020-906154,NA,430 Commerce Dr. (Menards),PIO Joel Despain,53719,43.0584225,-89.5254332
216,NA,NA,Theft,2020-429720,NA,6900 block Chester Dr.,PIO Joel Despain,53719,43.0170441,-89.5014852
217,NA,NA,Intoxicated/Impaired Driver,2020-432246,NA,Highway 30 (near N. Thompson Dr.),PIO Joel Despain,NA,43.1073144,-89.3386091
218,NA,NA,Drug Investigation,2020-337520,NA,2400 block Allied Dr.,PIO Joel Despain,53711,43.0268059,-89.4597417
219,NA,NA,Non-Residential Burglary,2020-431484,NA,1300 block Fish Hatchery Rd.,PIO Joel Despain,53715,43.0530174,-89.3993774
220,NA,NA,Intoxicated/Impaired Driver,2020-429517,NA,E. Johnson St. (at N. Blount St.),PIO Joel Despain,NA,43.0908039,-89.3671599
221,NA,NA,Intoxicated/Impaired Driver,2020-429517,NA,E. Johnson St. (at N. Blount St.),PIO Joel Despain,NA,43.0908039,-89.3671599
222,NA,NA,Robbery,2020-429394,NA,4300 block Britta Dr.,PIO Joel Despain,53711,43.0348447,-89.4518661
223,NA,NA,Traffic Incident,2020-430187,NA,S. Park St. (at West Washington Ave.),PIO Joel Despain,NA,43.0507929,-89.3944559
224,NA,NA,Theft,2020-427320,NA,Lyons Circle,PIO Joel Despain,53704,43.1400783,-89.3135226
225,NA,NA,Theft,2020-425588,NA,2425 East Springs Dr. (Home Depot),PIO Joel Despain,53704,43.1324302,-89.2955562
226,NA,NA,Weapons Violation,2020-425120,NA,200 block Cottage Grove Rd.,PIO Joel Despain,53716,43.0843169,-89.3236037
227,NA,NA,Non-Residential Burglary,2020-422746,NA,1210 Williamson St. (Buraka),PIO Joel Despain,53703,43.083644,-89.3642676
228,NA,NA,Non-Residential Burglary,2020-423355,NA,318 S. Park St. (BP gas station),PIO Joel Despain,53715,43.0633783,-89.4011177
229,NA,NA,Weapons Violation,2020-422287,NA,N Sherman Ave / Windom Way,Sgt. Nicholas Eull,53704,43.1266242,-89.3635641
230,NA,NA,Traffic Incident,2020-421413,NA,2900 block of E Washington Ave,Lt. Kipp Hartman,53704,43.1031698,-89.3446241
231,NA,NA,Sexual Assault,2020-287043,NA,Tree Lane,PIO Joel Despain,53717,43.0639177,-89.5110919
232,NA,NA,Attempted Homicide,2020-413983,NA,444 Grand Canyon Dr. (Schwoegler's Park Towne lanes),Sgt. Kurt Wege,53719,43.0576964,-89.4973983
233,NA,NA,Drug Investigation,2020-419979,NA,2700 block E. Johnson St.,PIO Joel Despain,53704,43.1032558,-89.3476226
234,NA,NA,Intoxicated/Impaired Driver,2020-419562,NA,Packers Ave. (at Commercial Ave.),PIO Joel Despain,53704,43.1239596,-89.3552121
235,NA,NA,Non-Residential Burglary,2020-420130,NA,2402 W. Broadway (Kwik Trip),PIO Joel Despain,53713,43.0475979,-89.3517051
236,NA,NA,Arrested Person,2020-417704,NA,First Street / East Washington Avenue,Lt. Kipp Hartman,53704,43.0905035,-89.3612989
237,NA,NA,Arrested Person,2020-417704,NA,First Street / East Washington Avenue,Lt. Kipp Hartman,53704,43.0905035,-89.3612989
238,NA,NA,Traffic Incident,2020-420040,NA,N Park Street / W Johnson Street,Lt. Kipp Hartman,53715,43.0720927,-89.4008312
239,NA,NA,Weapons Violation,2020-420014,NA,4801 Annamark Drive (Best Western East Towne),Lt. Kipp Hartman,53704,43.1321894,-89.2995244
240,NA,NA,Injured Person,2020-419172,NA,Lake Point Dr. (at Waunona Wood Court),PIO Joel Despain,53713,43.0481108,-89.3452568
241,NA,NA,Intoxicated/Impaired Driver,2020-418500,NA,W. Beltline Highway (near Fish Hatchery Rd.),PIO Joel Despain,NA,43.0428229,-89.4657145
242,NA,NA,Robbery,2020-418713,NA,15 E. Main St. (Walgreens),PIO Joel Despain,53703,43.0742605,-89.3820254
243,NA,NA,Disturbance,2020-418411,NA,600 block Mayfair Ave.,PIO Joel Despain,53714,43.1068997,-89.3256919
244,NA,NA,Robbery,2020-417260,NA,3800 block East Washington Ave.,PIO Joel Despain,53704,43.1189483,-89.3215373
245,NA,NA,Robbery,2020-418093,NA,4602 East Towne Blvd. (ATM outside of U.S. Bank),PIO Joel Despain,53704,43.1290453,-89.3056058
246,NA,NA,Robbery,2020-417085,NA,Russett Rd.,PIO Joel Despain,53711,43.0330263,-89.4763375
247,NA,NA,Robbery,2020-417704,NA,3710 E. Washington Ave. (Walgreens),PIO Joel Despain,53704,43.1181315,-89.3239695
248,NA,NA,Battery,2020-413416,NA,Wisconsin Ave. (at E. Mifflin St.),PIO Joel Despain,53703,43.0771897,-89.3874155
249,NA,NA,Fraud,2020-411516,NA,West Lawn Ave.,PIO Joel Despain,53711,43.0629347,-89.4218767
250,NA,NA,Robbery,2020-416043,NA,4821 Annamark Dr. (Shell gas station),PIO Joel Despain,53704,43.1331149,-89.2997303
251,NA,NA,Disturbance,2020-416413,NA,7600 block Farmington Way,PIO Joel Despain,53717,43.0719608,-89.5148026
252,NA,NA,Non-Residential Burglary,2020-416512,NA,2801 Atwood Ave. (BP gas station),PIO Joel Despain,53704,43.0937274,-89.3431663
253,NA,NA,Non-Residential Burglary,2020-416512,NA,2801 Atwood Ave. (BP gas station),PIO Joel Despain,53704,43.0937274,-89.3431663
254,NA,NA,Battery,2020-267815,NA,1818 Portage Rd. (Reindahl Park),PIO Joel Despain,53704,43.1239217,-89.3147975
255,NA,NA,Theft,2020-414279,NA,3710 E. Washington Ave. (Walgreens),PIO Joel Despain,53704,43.1181315,-89.3239695
256,NA,NA,Traffic Incident,2020-412645,NA,Northport Dr. (at Dryden Dr.),PIO Joel Despain,53704,43.1367001,-89.3785882
257,NA,NA,Non-Residential Burglary,2020-414224,NA,4902 Verona Rd. (Speedway gas station),PIO Joel Despain,53711,43.0311327,-89.4619575
258,NA,NA,Weapons Violation,2020-414605,NA,1300 block Packers Ave.,PIO Joel Despain,53704,43.114169,-89.3552994
259,NA,NA,Theft,2020-415249,NA,2800 block Independence Lane,PIO Joel Despain,53704,43.1339628,-89.3083037
260,NA,NA,Weapons Violation,2020-412533,NA,2400 block of Monterey Dr.,Sgt. Kurt Wege,53704,43.1245979,-89.3686454
261,NA,NA,Non-Residential Burglary,2020-411438,NA,7717 Mineral Point Rd. (Kwik Trip),PIO Joel Despain,53717,43.060206,-89.5171004
262,NA,NA,Weapons Violation,2020-411084,NA,2900 block of Coho St,Sgt. Nicholas Eull,53713,43.0287636,-89.415075
263,NA,NA,Theft,2020-409631,NA,240 East Towne Mall (Buffalo Wild Wings),PIO Joel Despain,53704,43.1259415,-89.3059024
264,NA,NA,Residential Burglary,2020-410233,NA,Woods End,PIO Joel Despain,53711,43.0599256,-89.4517206
265,NA,NA,Special Event,2020-408434,NA,5701 Raymond Rd. (Good Shepherd Lutheran Church),PIO Joel Despain,53711,43.0314159,-89.4781128
266,NA,NA,Drug Investigation,2020-390700,NA,1400 block Whispering Pines Way,PIO Joel Despain,53713,43.0231535,-89.4275698
267,NA,NA,Weapons Violation,2020-407316,NA,4300 block Lumley Rd.,PIO Joel Despain,53711,43.0336308,-89.4467441
268,NA,NA,Arrested Person,2020-405523,NA,N. Carroll St. (Capitol Square),PIO Joel Despain,53703,43.0760415,-89.388166
269,NA,NA,Arrested Person,2020-405523,NA,N. Carroll St. (Capitol Square),PIO Joel Despain,53703,43.0760415,-89.388166
270,NA,NA,Robbery,2020-405545,NA,1300 block MacArthur Rd.,PIO Joel Despain,53714,43.1138133,-89.3193757
271,NA,NA,Battery,2020-405037,NA,800 block E. Gorham St.,PIO Joel Despain,53703,43.0838691,-89.3788321
272,NA,NA,Information,2020-404692,NA,400 block W. Gilman St.,PIO Joel Despain,53703,43.0746101,-89.3938659
273,NA,NA,Weapons Violation,2020-405516,NA,4600 block of Hayes Rd,Sgt. Jason Sweeney,53704,43.142684,-89.305537
274,NA,NA,Robbery,2020-404800,NA,1810 Roth St (Locker Room Sports Bar),Lt. Kipp Hartman,53704,43.1114024,-89.3597785
275,NA,NA,Weapons Violation,2020-403809,NA,2000 Block of S Stoughton Rd,Lt. Kipp Hartman,53716,43.0694932,-89.3098407
276,NA,NA,Weapons Violation,2020-402359,NA,4300 Block of Kennedy Rd,Sgt. Ryan Gibson,53704,43.1416219,-89.3882605
277,NA,NA,Weapons Violation,2020-245089,NA,S. Gammon Rd. (at West Beltline Highway),PIO Joel Despain,NA,43.0489742,-89.503249
278,NA,NA,Information,2020-395500,NA,4200 Milwaukee St,Sgt. Jennifer Kane,53714,43.0985281,-89.3131744
279,NA,NA,Residential Burglary,2020-396433,NA,Montclair Lane,PIO Joel Despain,53711,43.0416728,-89.4955419
280,NA,NA,Non-Residential Burglary,2020-397744,NA,4822 E. Washington Ave. (Comfort Inn & Suites),PIO Joel Despain,53704,43.1346216,-89.3009336
281,NA,NA,Theft,2020-395748,NA,3153 Maple Grove Rd. (Kwik Trip),PIO Joel Despain,53719,43.0160779,-89.4980994
282,NA,NA,Weapons Violation,2020-277955,NA,600 block State Street,PIO Joel Despain,53703,43.0749014,-89.3953941
283,NA,NA,Traffic Incident,2020-394030,NA,Beltline Highway (near S. Stoughton Rd.),PIO Joel Despain,NA,43.0428229,-89.4657145
284,NA,NA,Non-Residential Burglary,2020-396244,NA,41 S. Bassett St. (Bassett Food Mart),PIO Joel Despain,53703,43.0695362,-89.3895662
285,NA,NA,Non-Residential Burglary,2020-396244,NA,41 S. Bassett St. (Bassett Food Mart),PIO Joel Despain,53703,43.0695362,-89.3895662
286,NA,NA,Weapons Violation,2020-396485,NA,1100 block Morraine View Dr.,PIO Joel Despain,53719,43.0425463,-89.5062897
287,NA,NA,Non-Residential Burglary,2020-393303,NA,950 S. Park St. (Shell gas station),PIO Joel Despain,53715,43.0572834,-89.3995456
288,NA,NA,Theft,2020-394305,NA,3801 E. Washington Ave. (Hy-Vee parking lot),PIO Joel Despain,53714,43.1177159,-89.3183571
289,NA,NA,Theft,2020-395912,NA,West Towne Mall (U.S. Cellular),PIO Joel Despain,53719,43.0573878,-89.5059068
290,NA,NA,Weapons Violation,2020-396151,NA,1000 block of E Mifflin St,Lt. Kipp Hartman,53703,43.0844342,-89.3726816
291,NA,NA,Intoxicated/Impaired Driver,2020-395980,NA,S Park St / Emerald St,Lt. Kipp Hartman,53715,43.0609784,-89.4006602
292,NA,NA,Weapons Violation,2020-396212,NA,600 block N Frances St,Lt. Kipp Hartman,53703,43.0764187,-89.3958345
293,NA,NA,Weapons Violation,2020-395052,NA,S Stoughton Rd / Cottage Grove Rd,Lt. Kipp Hartman,53714,43.083965,-89.325019
294,NA,NA,Weapons Violation,2020-385916,NA,Nelson Rd. (near American Parkway),PIO Joel Despain,NA,43.143226,-89.264513
295,NA,NA,Robbery,2020-393297,NA,6202 Schroeder Rd (BP Amoco Gas Station),Lt. Shannon Blackamore,53711,43.0467269,-89.4870647
296,NA,NA,Robbery,2020-363082,NA,6202 Schroeder Rd (BP Gas Station - Stop n Go),Lt. Kipp Hartman,53711,43.0467269,-89.4870647
297,NA,NA,Weapons Violation,2020-392300,NA,4222 E. Washington Ave. (BP gas station),PIO Joel Despain,53704,43.1267508,-89.3113711
298,NA,NA,Non-Residential Burglary,2020-390071,NA,4741 Lien Rd. (Kwik Trip),PIO Joel Despain,53704,43.1205253,-89.2996727
299,NA,NA,Weapons Violation,2020-389755,NA,USH 12 WB/ Stoughton Rd (Westbound Hwy 12),Lt. Shannon Blackamore,NA,43.0732379,-89.3105106
300,NA,NA,Robbery,2020-389735,NA,1010 N. Sherman Ave (BP Amoco),Lt. Shannon Blackamore,53704,43.1108243,-89.3642213
301,NA,NA,Robbery,2020-389735,NA,1010 N. Sherman Ave (BP Amoco),Lt. Shannon Blackamore,53704,43.1108243,-89.3642213
302,NA,NA,Robbery,2020-384914,NA,Darbo Drive (near N. Marquette St.),PIO Joel Despain,NA,43.1035144,-89.3399177
303,NA,NA,Drug Investigation,2020-187233,NA,Warwick Way,PIO Joel Despain,53711,43.0352728,-89.446722
304,NA,NA,Neighbor Trouble,2020-386675,NA,1200 block E. Mifflin St.,PIO Joel Despain,53703,43.0869261,-89.3690942
305,NA,NA,Drug Investigation,2020-345509,NA,5000 block Milwaukee St.,PIO Joel Despain,53714,43.0989128,-89.2971057
306,NA,NA,Weapons Violation,2020-388758,NA,Russett Rd / Cameron Dr,Sgt. Nicholas Eull,53711,43.0328022,-89.483101
307,NA,NA,Intoxicated/Impaired Driver,2020-388510,NA,1300 block of S Park St,Sgt. Nicholas Eull,53715,43.0525819,-89.3962632
308,NA,NA,Weapons Violation,2020-387864,NA,2900 block Cimarron Trail,Lt. David Jugovich,53719,43.0211442,-89.5097205
309,NA,NA,Weapons Violation,2020-387353,NA,1625 Northport Dr (Warner Park Community Recreation Center),Lt. Kipp Hartman,53704,43.1316389,-89.3696923
310,NA,NA,Weapons Violation,2020-387901,NA,600 block of State St,Lt. Kipp Hartman,53703,43.0749014,-89.3953941
311,NA,NA,Weapons Violation,2020-387418,NA,Taft St / Buick St,Lt. Kipp Hartman,53713,43.0417255,-89.3931276
312,NA,NA,Weapons Violation,2020-384935,NA,Merry St / Ramsey Ct,Lt. Kipp Hartman,53704,43.0896463,-89.3585421
313,NA,NA,Weapons Violation,2020-384826,NA,Trailsway / Brentwood,Sgt. Angela Straka,53704,43.1261471,-89.3671811
314,NA,NA,Sexual Assault,2020-380991,NA,W. Main St.,PIO Joel Despain,NA,43.0692489,-89.3895492
315,NA,NA,Non-Residential Burglary,2020-384057,NA,4102 Commercial Ave. (BP gas station),PIO Joel Despain,53714,43.1080937,-89.3143368
316,NA,NA,Intoxicated/Impaired Driver,2020-382980,NA,John Nolen Dr. (at S. Broom St.),PIO Joel Despain,NA,43.0573668,-89.3830971
317,NA,NA,Intoxicated/Impaired Driver,2020-382980,NA,John Nolen Dr. (at S. Broom St.),PIO Joel Despain,NA,43.0573668,-89.3830971
318,NA,NA,Theft,2020-382910,NA,261 Junction Rd. (Pick 'n Save),PIO Joel Despain,53717,43.0647959,-89.524868
319,NA,NA,Non-Residential Burglary,2020-382687,NA,640 W. Washington Ave. (Porter Coffee),PIO Joel Despain,53703,43.0680755,-89.394501
320,NA,NA,Robbery,2020-382609,NA,4344 East Towne Blvd (Chilis Restaurant),Lt. Kipp Hartman,53704,43.1267567,-89.3087384
321,NA,NA,Weapons Violation,2020-382492,NA,Raymond Rd / Prairie Rd,Lt. Kipp Hartman,53711,43.0319516,-89.4888437
322,NA,NA,Intoxicated/Impaired Driver,2020-380462,NA,Mineral Point Rd. (at Junction Rd.),PIO Joel Despain,NA,43.0606348,-89.5028521
323,NA,NA,Robbery,2020-381296,NA,4800 block of Hayes Rd,Sgt. Ryan Gibson,53704,43.1379834,-89.300269
324,NA,NA,Information,2020-380975,NA,Stoughton Rd. @ Pflaum Rd.,Sgt. Chad Crose,53716,43.0622803,-89.3102047
325,NA,NA,Sexual Assault,2020-267468,NA,Toribrooke Lane,PIO Joel Despain,53719,43.01507,-89.4947883
326,NA,NA,Robbery,2020-379755,NA,Todd Drive,PIO Joel Despain,53713,43.0324122,-89.4229766
327,NA,NA,Weapons Violation,2020-379307,NA,S. Stoughton Rd. (near Cottage Grove Rd.),PIO Joel Despain,NA,43.0732379,-89.3105106
328,NA,NA,Weapons Violation,2020-379033,NA,5800 block of Balsam Road,Lt. David Jugovich,53711,43.0310923,-89.4800883
329,NA,NA,Weapons Violation,2020-376867,NA,1800 Fisher Street,Stuart Moeser,53713,43.047796,-89.3915156
330,NA,NA,Drug Investigation,2020-372466,NA,4800 block Hayes Rd.,PIO Joel Despain,53704,43.1379834,-89.300269
331,NA,NA,Traffic incident/Road Rage,2020-375503,NA,Williamson St. (at S. Dickinson St.),PIO Joel Despain,53703,43.0813438,-89.3671071
332,NA,NA,Residential Burglary,2020-375792,NA,2100 block East Washington Ave.,PIO Joel Despain,53704,43.095096,-89.3559261
333,NA,NA,Residential Burglary,2020-375792,NA,2100 block East Washington Ave.,PIO Joel Despain,53704,43.095096,-89.3559261
334,NA,NA,Battery,2020-375772,NA,600 block State Street,PIO Joel Despain,53703,43.0749014,-89.3953941
335,NA,NA,Weapons Violation,2020-376082,NA,Sherman Terrace,PIO Joel Despain,53704,43.0966041,-89.3672107
336,NA,NA,Intoxicated/Impaired Driver,2020-375661,NA,S. Butler St. (at East Main St.),PIO Joel Despain,53703,43.0754654,-89.379509
337,NA,NA,Residential Burglary,2020-374998,NA,100 block N. Yellowstone Dr.,PIO Joel Despain,53705,43.0701222,-89.4937641
338,NA,NA,Drug Investigation,2020-345755,NA,2700 block Novation Parkway,PIO Joel Despain,53713,43.0322645,-89.3850607
339,NA,NA,Weapons Violation,2020-373202,NA,1100 block Moorland Rd.,PIO Joel Despain,53713,43.0337008,-89.3667818
340,NA,NA,Residential Burglary,2020-372739,NA,600 block N. Frances St.,PIO Joel Despain,53703,43.0764187,-89.3958345
341,NA,NA,Theft,2020-362144,NA,7502 Mineral Point Rd. (Kwik Trip),PIO Joel Despain,53717,43.060799,-89.5133364
342,NA,NA,Disturbance,2020-372100,NA,2100 block Taft St.,PIO Joel Despain,53713,43.0430478,-89.393064
343,NA,NA,Weapons Violation,2020-372121,NA,440 W. Johnson St. (Hampton Inn),PIO Joel Despain,53703,43.072721,-89.3931455
344,NA,NA,Robbery,2020-372040,NA,2502 East Springs Dr (TGI Fridays),Lt. Kipp Hartman,53704,43.13135,-89.298486
345,NA,NA,Drug Investigation,2020-276692,NA,1100 block Stonewood Crossing (Sun Prairie),PIO Joel Despain,53590,43.1967631,-89.2246197
346,NA,NA,Intoxicated/Impaired Driver,2020-369818,NA,John Nolen Dr. (at North Shore Dr.),PIO Joel Despain,NA,43.0573668,-89.3830971
347,NA,NA,Robbery,2020-370907,NA,2200 block Calypso Rd.,PIO Joel Despain,53704,43.1222865,-89.3665888
348,NA,NA,Weapons Violation,2020-369735,NA,5000 Block of Camden Rd,Sgt. Ryan Gibson,53716,43.068072,-89.3116862
349,NA,NA,Weapons Violation,2020-369735,NA,5000 Block of Camden Rd,Sgt. Ryan Gibson,53716,43.068072,-89.3116862
350,NA,NA,Weapons Violation,2020-369335,NA,Prairie Rd/Loreen Dr area,Sgt. Ryan Gibson,53719,43.0181212,-89.4935934
351,NA,NA,Theft,2020-367218,NA,5800 block Raymond Rd.,PIO Joel Despain,53711,43.0320102,-89.4798714
352,NA,NA,Injured Person,2020-227434,NA,300 block State Street,PIO Joel Despain,53703,43.0747707,-89.3899741
353,NA,NA,Battery,2020-365605,NA,600 block State Street,PIO Joel Despain,53703,43.0749014,-89.3953941
354,NA,NA,Weapons Violation,2020-00365525,NA,Beld St / Gilson St,Sgt. Blake Hoefs,53715,43.0498085,-89.3927515
355,NA,NA,Theft,2020-905151,NA,E. Mifflin St.,PIO Joel Despain,NA,43.088204,-89.3672885
356,NA,NA,Theft,2020-364350,NA,4100 block Barby Lane,PIO Joel Despain,53704,43.1375556,-89.3809453
357,NA,NA,Residential Burglary,2020-363366,NA,500 block Gately Terrace,PIO Joel Despain,53711,43.0556776,-89.4479343
358,NA,NA,Drug Investigation,2020-257252,NA,100 block W. Klubertanz Dr. (Sun Prairie),PIO Joel Despain,53590,43.1951773,-89.2137539
359,NA,NA,Traffic Incident,2020-288716,NA,E. Washington Ave. (at Oak Street),PIO Joel Despain,NA,43.1096584,-89.3353739
360,NA,NA,Robbery,2020-233365,NA,1000 block Williamson St.,PIO Joel Despain,53703,43.080772,-89.3678943
361,NA,NA,Weapons Violation,2020-361409,NA,700 block State Street,PIO Joel Despain,53703,43.0755642,-89.3973758
362,NA,NA,Weapons Violation,2020-362026,NA,6000 block of Driscoll Dr,Lt. Kipp Hartman,53718,43.0985104,-89.27959
363,NA,NA,Disturbance,2020-347844,NA,4600 block of East Washington Avenue,P.O. Howard Payne,53704,43.1295617,-89.3075655
364,NA,NA,Arrested Person,2020-346373,NA,500 State Street,P.O. Howard Payne,53703,43.074861,-89.3934697
365,NA,NA,Arrested Person,2020-346373,NA,500 State Street,P.O. Howard Payne,53703,43.074861,-89.3934697
366,NA,NA,Weapons Violation,2020-360902,NA,4501 Verona Rd(BP Gas Station),Sgt. Ryan Gibson,53711,43.0355711,-89.4532448
367,NA,NA,Weapons Violation,2020-00360251,NA,N. Thompson Drive / Kurt Drive,Sgt. Blake Hoefs,53714,43.1020739,-89.2920568
368,NA,NA,Weapons Violation,2020-351337,NA,4800 block of E. Washington Ave,P.O. Howard Payne,53704,43.1333099,-89.3024375
369,NA,NA,Information,2020-358808,NA,1250 McKenna Blvd,PIO Julie Laundrie,53719,43.0384599,-89.5021874
370,NA,NA,Residential Burglary,2020-357843,NA,"4300 block of Crawford Dr, Madison WI",Sgt. Ryan Gibson,53711,43.0321955,-89.4486022
371,NA,NA,Non-Residential Burglary,2020-327748,NA,1130 Williamson St. (Amoco),PIO Joel Despain,53703,43.0828449,-89.3654246
372,NA,NA,Weapons Violation,2020-356521,NA,Geronimo Circle and Artesian Ln area,Sgt. Ryan Gibson,53713,43.0297519,-89.3775137
373,NA,NA,Weapons Violation,2020-356150,NA,4300 block of Camden Rd,Sgt. Ryan Gibson,53716,43.0779089,-89.3120895
374,NA,NA,Weapons Violation,2020-355102,NA,1900 block of Wheeler Rd,Sgt. Nicholas Eull,53704,43.1480874,-89.3576866
375,NA,NA,Arrested Person,2020-354227,NA,300 East Towne,P.O. Howard Payne,53704,43.1279489,-89.3043635
376,NA,NA,Arrested Person,2020-352768,NA,Union Street,P.O. Howard Payne,NA,43.1007585,-89.3433267
377,NA,NA,Robbery,2020-352585,NA,1102 Regent St (McDonald's),Sgt. Nicholas Ellis,53715,43.067984,-89.4044837
378,NA,NA,Robbery,2020-352381,NA,6700 block of Odana Rd,Lt. Kipp Hartman,53719,43.0565625,-89.4963956
379,NA,NA,Arrested Person,2020-348836,NA,614 E. Gorham St (James Madison Park shelter),Lt. John Radovan,53703,43.0813926,-89.3828841
380,NA,NA,Weapons Violation,2020-348513,NA,6700 block of Schroeder Road,P.O. Gracia Rodriguez,53711,43.0462657,-89.4965417
381,NA,NA,Weapons Violation,2020-348513,NA,6700 block of Schroeder Road,P.O. Gracia Rodriguez,53711,43.0462657,-89.4965417
382,NA,NA,Weapons Violation,2020-348511,NA,1100 block of Saybrook Road,P.O. Gracia Rodriguez,53711,43.0433017,-89.4791053
383,NA,NA,Traffic Incident,2020-0347820,NA,Mineral Point Rd at Grand Canyon Drive,Lt. Harrison Zanders,53719,43.0606825,-89.4970931
384,NA,NA,Weapons Violation,2020-384242,NA,5700 block of Piping Rock Rd,Sgt. Ryan Gibson,53711,43.0417408,-89.4775548
385,NA,NA,Weapons Violation,2020-348055,NA,1300 Block Loreen Dr,Sgt. Ryan Gibson,53711,43.0391229,-89.487352
386,NA,NA,Information,2020-336468,NA,University Ave and Park St,PIO Julie Laundrie,53706,43.0732694,-89.4007208
387,NA,NA,Weapons Violation,2020-252454,NA,3000 block E. Washington Ave,Sgt. Ryan Gibson,53704,43.1038908,-89.342796
388,NA,NA,Attempted Homicide,2020-343559,NA,4700 Block Hayes Rd,Sgt. James Imoehl,53704,43.1420997,-89.3012856
389,NA,NA,Death Investigation,2020-341164,NA,1800 blk. of Portage Road,Lt. David Jugovich,53704,43.1237732,-89.3145331
390,NA,NA,Miscellaneous Sex Offense,2020-165312,NA,400 block of N. Walbridge Ave,P.O. Tyler Grigg,53714,43.1033258,-89.3107257
391,NA,NA,Traffic Incident,2020-344930,NA,100 block of S. Whitney Way,Lt. Kipp Hartman,53705,43.0668862,-89.4686189
392,NA,NA,Missing Adult,2020-343419,NA,Bahr Circle,P.O. Tyler Grigg,53719,43.0186174,-89.5088715
393,NA,NA,Weapons Violation,2020-344102,NA,1600 block of Moorland Rd.,P.O. Tyler Grigg,53713,43.0329128,-89.3571491
394,NA,NA,Disturbance,2020-343649,NA,500 block of Northport Dr.,P.O. Tyler Grigg,53704,43.1406073,-89.3899165
395,NA,NA,Attempted Homicide,2020-297704,NA,3600 block Kipling Dr.,PIO Joel Despain,53704,43.1328864,-89.3566392
